ID,Name,Reinforce Type ID,Physical Attack,Magic Attack,Fire Attack,Lightning Attack,Holy Attack,Stamina Attack,Str Scaling,Dex Scaling,Int Scaling,Fai Scaling,Arc Scaling,Physical Guard,Magic Guard,Fire Guard,Lightning Guard,Holy Guard,Guard Boost,Resistance Guard,Upgrade Price,Effect 1,Effect 1 Type,Effect 2,Effect 2 Type,Attack Element Correct ID,Infusable,Max Upgrade,Required (Str),Required (Dex),Required (Int),Required (Fai),Required (Arc),Weapon Type,Physical Damage Type,Caption,Weight,Attack Power (Critical),2H Str Bonus,Base Poise Attack,Sort Group Type,Sort Group ID,Sort ID
18000500,Flame Art Halberd,500,120,0,120,0,0,61,10,7,0,44,0,55,35,35,35,35,42,15,480,-1,None,-1,None,10000,Yes,25,14,12,0,0,0,Halberd,Standard/Pierce,,8,100,Yes,5,1,190,2800006
18000600,Lightning Halberd,600,120,0,0,120,0,61,9,38,0,0,0,55,35,35,35,35,42,15,480,-1,None,-1,None,10000,Yes,25,14,12,0,0,0,Halberd,Standard/Pierce,,8,100,Yes,5,1,190,2800007
18000700,Sacred Halberd,700,120,0,0,0,120,61,10,7,0,44,0,55,35,35,35,35,42,15,480,-1,None,-1,None,10000,Yes,25,14,12,0,0,0,Halberd,Standard/Pierce,,8,100,Yes,5,1,190,2800008
18000800,Magic Halberd,800,120,120,0,0,0,61,10,7,44,0,0,55,35,35,35,35,42,15,480,-1,None,-1,None,10000,Yes,25,14,12,0,0,0,Halberd,Standard/Pierce,,8,100,Yes,5,1,190,2800004
18000900,Cold Halberd,900,120,96,0,0,0,61,48,34,36,0,0,55,35,35,35,35,42,15,480,-1,None,107600,Frost,10000,Yes,25,14,12,0,0,0,Halberd,Standard/Pierce,,8,100,Yes,5,1,190,2800011
18001000,Poison Halberd,1000,120,0,0,0,0,61,51,36,0,0,30,55,35,35,35,35,42,15,480,-1,None,106100,Poison,10013,Yes,25,14,12,0,0,0,Halberd,Standard/Pierce,,8,100,Yes,5,1,190,2800009
18001100,Blood Halberd,1100,120,0,0,0,0,61,51,36,0,0,30,55,35,35,35,35,42,15,480,105100,Blood,-1,None,10013,Yes,25,14,12,0,0,0,Halberd,Standard/Pierce,,8,100,Yes,5,1,190,2800010
18001200,Occult Halberd,1200,120,0,0,0,0,61,21,15,0,0,78,55,35,35,35,35,42,15,480,-1,None,-1,None,10013,Yes,25,14,12,0,0,0,Halberd,Standard/Pierce,,8,100,Yes,5,1,190,2800012
18010000,Pest's Glaive,0,120,0,0,0,0,57,36,59,0,0,0,52,33,33,33,33,39,14,420,-1,None,-1,None,10000,Yes,25,13,13,0,0,0,Halberd,Slash/Pierce,,7,100,Yes,5,1,190,2810000
18010100,Pest's Heavy Glaive,100,115,0,0,0,0,57,52,0,0,0,0,52,33,33,33,33,39,14,420,-1,None,-1,None,10000,Yes,25,13,13,0,0,0,Halberd,Slash/Pierce,,7,100,Yes,5,1,190,2810001
18010200,Pest's Keen Glaive,200,115,0,0,0,0,57,19,51,0,0,0,52,33,33,33,33,39,14,420,-1,None,-1,None,10000,Yes,25,13,13,0,0,0,Halberd,Slash/Pierce,,7,100,Yes,5,1,190,2810002
18010300,Pest's Quality Glaive,300,115,0,0,0,0,57,61,61,0,0,0,52,33,33,33,33,39,14,420,-1,None,-1,None,10000,Yes,25,13,13,0,0,0,Halberd,Slash/Pierce,,7,100,Yes,5,1,190,2810003
18010400,Pest's Fire Glaive,400,115,0,115,0,0,57,40,9,0,0,0,52,33,33,33,33,39,14,420,-1,None,-1,None,10005,Yes,25,13,13,0,0,0,Halberd,Slash/Pierce,,7,100,Yes,5,1,190,2810005
18010500,Pest's Flame Art Glaive,500,115,0,115,0,0,57,7,11,0,47,0,52,33,33,33,33,39,14,420,-1,None,-1,None,10000,Yes,25,13,13,0,0,0,Halberd,Slash/Pierce,,7,100,Yes,5,1,190,2810006
18010600,Pest's Lightning Glaive,600,115,0,0,115,0,57,9,40,0,0,0,52,33,33,33,33,39,14,420,-1,None,-1,None,10000,Yes,25,13,13,0,0,0,Halberd,Slash/Pierce,,7,100,Yes,5,1,190,2810007
18010700,Pest's Sacred Glaive,700,115,0,0,0,115,57,7,11,0,47,0,52,33,33,33,33,39,14,420,-1,None,-1,None,10000,Yes,25,13,13,0,0,0,Halberd,Slash/Pierce,,7,100,Yes,5,1,190,2810008
18010800,Pest's Magic Glaive,800,115,115,0,0,0,57,7,11,47,0,0,52,33,33,33,33,39,14,420,-1,None,-1,None,10000,Yes,25,13,13,0,0,0,Halberd,Slash/Pierce,,7,100,Yes,5,1,190,2810004
18010900,Pest's Cold Glaive,900,115,92,0,0,0,57,32,53,39,0,0,52,33,33,33,33,39,14,420,-1,None,107600,Frost,10000,Yes,25,13,13,0,0,0,Halberd,Slash/Pierce,,7,100,Yes,5,1,190,2810011
18011000,Pest's Poison Glaive,1000,115,0,0,0,0,57,34,56,0,0,30,52,33,33,33,33,39,14,420,-1,None,106100,Poison,10013,Yes,25,13,13,0,0,0,Halberd,Slash/Pierce,,7,100,Yes,5,1,190,2810009
18011100,Pest's Blood Glaive,1100,115,0,0,0,0,57,34,56,0,0,30,52,33,33,33,33,39,14,420,105100,Blood,-1,None,10013,Yes,25,13,13,0,0,0,Halberd,Slash/Pierce,,7,100,Yes,5,1,190,2810010
18011200,Pest's Occult Glaive,1200,115,0,0,0,0,57,14,23,0,0,80,52,33,33,33,33,39,14,420,-1,None,-1,None,10013,Yes,25,13,13,0,0,0,Halberd,Slash/Pierce,,7,100,Yes,5,1,190,2810012
18020000,Lucerne,0,121,0,0,0,0,61,30,60,0,0,0,52,33,33,33,33,39,14,430,-1,None,-1,None,10000,Yes,25,15,12,0,0,0,Halberd,Pierce,,7,100,Yes,5,1,190,2802000
18020100,Heavy Lucerne,100,116,0,0,0,0,61,52,0,0,0,0,52,33,33,33,33,39,14,430,-1,None,-1,None,10000,Yes,25,15,12,0,0,0,Halberd,Pierce,,7,100,Yes,5,1,190,2802001
18020200,Keen Lucerne,5000,116,0,0,0,0,61,18,65,0,0,0,52,33,33,33,33,39,14,430,-1,None,-1,None,10000,Yes,25,15,12,0,0,0,Halberd,Pierce,,7,100,Yes,5,1,190,2802002
18020300,Quality Lucerne,300,116,0,0,0,0,61,59,59,0,0,0,52,33,33,33,33,39,14,430,-1,None,-1,None,10000,Yes,25,15,12,0,0,0,Halberd,Pierce,,7,100,Yes,5,1,190,2802003
18020400,Fire Lucerne,400,116,0,116,0,0,61,37,9,0,0,0,52,33,33,33,33,39,14,430,-1,None,-1,None,10005,Yes,25,15,12,0,0,0,Halberd,Pierce,,7,100,Yes,5,1,190,2802005
18020500,Flame Art Lucerne,500,116,0,116,0,0,61,6,12,0,43,0,52,33,33,33,33,39,14,430,-1,None,-1,None,10000,Yes,25,15,12,0,0,0,Halberd,Pierce,,7,100,Yes,5,1,190,2802006
18020600,Lightning Lucerne,600,116,0,0,116,0,61,9,37,0,0,0,52,33,33,33,33,39,14,430,-1,None,-1,None,10000,Yes,25,15,12,0,0,0,Halberd,Pierce,,7,100,Yes,5,1,190,2802007
18020700,Sacred Lucerne,700,116,0,0,0,116,61,6,12,0,43,0,52,33,33,33,33,39,14,430,-1,None,-1,None,10000,Yes,25,15,12,0,0,0,Halberd,Pierce,,7,100,Yes,5,1,190,2802008
18020800,Magic Lucerne,800,116,116,0,0,0,61,6,12,43,0,0,52,33,33,33,33,39,14,430,-1,None,-1,None,10000,Yes,25,15,12,0,0,0,Halberd,Pierce,,7,100,Yes,5,1,190,2802004
18020900,Cold Lucerne,900,116,93,0,0,0,61,27,54,36,0,0,52,33,33,33,33,39,14,430,-1,None,107600,Frost,10000,Yes,25,15,12,0,0,0,Halberd,Pierce,,7,100,Yes,5,1,190,2802011
18021000,Poison Lucerne,1000,116,0,0,0,0,61,28,57,0,0,30,52,33,33,33,33,39,14,430,-1,None,106100,Poison,10013,Yes,25,15,12,0,0,0,Halberd,Pierce,,7,100,Yes,5,1,190,2802009
18021100,Blood Lucerne,1100,116,0,0,0,0,61,28,57,0,0,30,52,33,33,33,33,39,14,430,105100,Blood,-1,None,10013,Yes,25,15,12,0,0,0,Halberd,Pierce,,7,100,Yes,5,1,190,2802010
18021200,Occult Lucerne,1200,116,0,0,0,0,61,12,24,0,0,76,52,33,33,33,33,39,14,430,-1,None,-1,None,10013,Yes,25,15,12,0,0,0,Halberd,Pierce,,7,100,Yes,5,1,190,2802012
18030000,Banished Knight's Halberd,0,125,0,0,0,0,61,40,52,0,0,0,55,35,35,35,35,42,15,480,-1,None,-1,None,10000,Yes,25,14,12,0,0,0,Halberd,Standard/Pierce,,8,100,Yes,5,1,190,2801000
18030100,Banished Knight's Heavy Halberd,100,120,0,0,0,0,61,53,0,0,0,0,55,35,35,35,35,42,15,480,-1,None,-1,None,10000,Yes,25,14,12,0,0,0,Halberd,Standard/Pierce,,8,100,Yes,5,1,190,2801001
18030200,Banished Knight's Keen Halberd,200,120,0,0,0,0,61,18,49,0,0,0,55,35,35,35,35,42,15,480,-1,None,-1,None,10000,Yes,25,14,12,0,0,0,Halberd,Standard/Pierce,,8,100,Yes,5,1,190,2801002
18030300,Banished Knight's Quality Halberd,300,120,0,0,0,0,61,60,60,0,0,0,55,35,35,35,35,42,15,480,-1,None,-1,None,10000,Yes,25,14,12,0,0,0,Halberd,Standard/Pierce,,8,100,Yes,5,1,190,2801003
18030400,Banished Knight's Fire Halberd,400,120,0,120,0,0,61,40,9,0,0,0,55,35,35,35,35,42,15,480,-1,None,-1,None,10005,Yes,25,14,12,0,0,0,Halberd,Standard/Pierce,,8,100,Yes,5,1,190,2801005
18030500,Banished Knight's Flame Art Halberd,500,120,0,120,0,0,61,8,10,0,47,0,55,35,35,35,35,42,15,480,-1,None,-1,None,10000,Yes,25,14,12,0,0,0,Halberd,Standard/Pierce,,8,100,Yes,5,1,190,2801006
18030600,Banished Knight's Lightning Halberd,600,120,0,0,120,0,61,9,40,0,0,0,55,35,35,35,35,42,15,480,-1,None,-1,None,10000,Yes,25,14,12,0,0,0,Halberd,Standard/Pierce,,8,100,Yes,5,1,190,2801007
18030700,Banished Knight's Sacred Halberd,700,120,0,0,0,120,61,8,10,0,47,0,55,35,35,35,35,42,15,480,-1,None,-1,None,10000,Yes,25,14,12,0,0,0,Halberd,Standard/Pierce,,8,100,Yes,5,1,190,2801008
18030800,Banished Knight's Magic Halberd,800,120,120,0,0,0,61,8,10,46,0,0,55,35,35,35,35,42,15,480,-1,None,-1,None,10000,Yes,25,14,12,0,0,0,Halberd,Standard/Pierce,,8,100,Yes,5,1,190,2801004
18030900,Banished Knight's Cold Halberd,900,120,96,0,0,0,61,36,46,46,0,0,55,35,35,35,35,42,15,480,-1,None,107600,Frost,10000,Yes,25,14,12,0,0,0,Halberd,Standard/Pierce,,8,100,Yes,5,1,190,2801011
18031000,Banished Knight's Poison Halberd,1000,120,0,0,0,0,61,38,49,0,0,30,55,35,35,35,35,42,15,480,-1,None,106100,Poison,10013,Yes,25,14,12,0,0,0,Halberd,Standard/Pierce,,8,100,Yes,5,1,190,2801009
18031100,Banished Knight's Blood Halberd,1100,120,0,0,0,0,61,38,49,0,0,30,55,35,35,35,35,42,15,480,105100,Blood,-1,None,10013,Yes,25,14,12,0,0,0,Halberd,Standard/Pierce,,8,100,Yes,5,1,190,2801010
18031200,Banished Knight's Occult Halberd,1200,120,0,0,0,0,61,16,20,0,0,78,55,35,35,35,35,42,15,480,-1,None,-1,None,10013,Yes,25,14,12,0,0,0,Halberd,Standard/Pierce,,8,100,Yes,5,1,190,2801012
18040000,Commander's Standard,2200,138,0,0,0,0,68,55,30,0,0,0,64,41,41,41,41,49,17,580,-1,None,-1,None,10000,No,10,24,14,0,0,0,Halberd,Standard/Pierce,,11.5,100,Yes,5,1,190,2815000
18050000,Nightrider Glaive,0,129,0,0,0,0,70,79,5,0,0,0,66,42,42,42,42,50,18,690,-1,None,-1,None,10000,Yes,25,26,10,0,0,0,Halberd,Slash/Pierce,,12,100,Yes,5,1,190,2809000
18050100,Heavy Nightrider Glaive,6000,123,0,0,0,0,70,71,0,0,0,0,66,42,42,42,42,50,18,690,-1,None,-1,None,10000,Yes,25,26,10,0,0,0,Halberd,Slash/Pierce,,12,100,Yes,5,1,190,2809001
18050200,Keen Nightrider Glaive,200,123,0,0,0,0,70,16,52,0,0,0,66,42,42,42,42,50,18,690,-1,None,-1,None,10000,Yes,25,26,10,0,0,0,Halberd,Slash/Pierce,,12,100,Yes,5,1,190,2809002
18050300,Quality Nightrider Glaive,300,123,0,0,0,0,70,62,62,0,0,0,66,42,42,42,42,50,18,690,-1,None,-1,None,10000,Yes,25,26,10,0,0,0,Halberd,Slash/Pierce,,12,100,Yes,5,1,190,2809003
18050400,Fire Nightrider Glaive,400,123,0,123,0,0,70,43,8,0,0,0,66,42,42,42,42,50,18,690,-1,None,-1,None,10005,Yes,25,26,10,0,0,0,Halberd,Slash/Pierce,,12,100,Yes,5,1,190,2809005
18050500,Flame Art Nightrider Glaive,500,123,0,123,0,0,70,15,4,0,50,0,66,42,42,42,42,50,18,690,-1,None,-1,None,10000,Yes,25,26,10,0,0,0,Halberd,Slash/Pierce,,12,100,Yes,5,1,190,2809006
18050600,Lightning Nightrider Glaive,600,123,0,0,123,0,70,8,43,0,0,0,66,42,42,42,42,50,18,690,-1,None,-1,None,10000,Yes,25,26,10,0,0,0,Halberd,Slash/Pierce,,12,100,Yes,5,1,190,2809007
18050700,Sacred Nightrider Glaive,700,123,0,0,0,123,70,15,4,0,50,0,66,42,42,42,42,50,18,690,-1,None,-1,None,10000,Yes,25,26,10,0,0,0,Halberd,Slash/Pierce,,12,100,Yes,5,1,190,2809008
18050800,Magic Nightrider Glaive,800,123,123,0,0,0,70,15,4,50,0,0,66,42,42,42,42,50,18,690,-1,None,-1,None,10000,Yes,25,26,10,0,0,0,Halberd,Slash/Pierce,,12,100,Yes,5,1,190,2809004
18050900,Cold Nightrider Glaive,900,123,98,0,0,0,70,71,4,33,0,0,66,42,42,42,42,50,18,690,-1,None,107600,Frost,10000,Yes,25,26,10,0,0,0,Halberd,Slash/Pierce,,12,100,Yes,5,1,190,2809011
18051000,Poison Nightrider Glaive,1000,123,0,0,0,0,70,71,4,0,0,30,66,42,42,42,42,50,18,690,-1,None,106100,Poison,10013,Yes,25,26,10,0,0,0,Halberd,Slash/Pierce,,12,100,Yes,5,1,190,2809009
18051100,Blood Nightrider Glaive,1100,123,0,0,0,0,70,71,4,0,0,30,66,42,42,42,42,50,18,690,105100,Blood,-1,None,10013,Yes,25,26,10,0,0,0,Halberd,Slash/Pierce,,12,100,Yes,5,1,190,2809010
18051200,Occult Nightrider Glaive,1200,123,0,0,0,0,70,31,4,0,0,71,66,42,42,42,42,50,18,690,-1,None,-1,None,10013,Yes,25,26,10,0,0,0,Halberd,Slash/Pierce,,12,100,Yes,5,1,190,2809012
18060000,Ripple Crescent Halberd,0,86,0,0,0,0,62,0,0,0,0,135,56,35,35,35,35,43,15,590,-1,None,-1,None,10013,No,25,12,12,0,0,20,Halberd,Standard/Pierce,,8.5,100,Yes,5,1,190,2811000
18070000,Vulgar Militia Saw,0,126,0,0,0,0,64,35,56,0,0,0,55,35,35,35,35,42,15,490,6402,Blood,-1,None,10000,Yes,25,15,13,0,0,0,Halberd,Standard/Pierce,,8,100,Yes,5,1,190,2805000
18070100,Heavy Vulgar Militia Saw,100,120,0,0,0,0,64,53,0,0,0,0,55,35,35,35,35,42,15,490,6402,Blood,-1,None,10000,Yes,25,15,13,0,0,0,Halberd,Standard/Pierce,,8,100,Yes,5,1,190,2805001
18070200,Keen Vulgar Militia Saw,200,120,0,0,0,0,64,18,49,0,0,0,55,35,35,35,35,42,15,490,6402,Blood,-1,None,10000,Yes,25,15,13,0,0,0,Halberd,Standard/Pierce,,8,100,Yes,5,1,190,2805002
18070300,Quality Vulgar Militia Saw,300,120,0,0,0,0,64,60,60,0,0,0,55,35,35,35,35,42,15,490,6402,Blood,-1,None,10000,Yes,25,15,13,0,0,0,Halberd,Standard/Pierce,,8,100,Yes,5,1,190,2805003
18070400,Fire Vulgar Militia Saw,400,120,0,120,0,0,64,40,9,0,0,0,55,35,35,35,35,42,15,490,6402,Blood,-1,None,10005,Yes,25,15,13,0,0,0,Halberd,Standard/Pierce,,8,100,Yes,5,1,190,2805005
18070500,Flame Art Vulgar Militia Saw,500,120,0,120,0,0,64,7,11,0,50,0,55,35,35,35,35,42,15,490,6402,Blood,-1,None,10000,Yes,25,15,13,0,0,0,Halberd,Standard/Pierce,,8,100,Yes,5,1,190,2805006
18070600,Lightning Vulgar Militia Saw,600,120,0,0,120,0,64,9,40,0,0,0,55,35,35,35,35,42,15,490,6402,Blood,-1,None,10000,Yes,25,15,13,0,0,0,Halberd,Standard/Pierce,,8,100,Yes,5,1,190,2805007
18070700,Sacred Vulgar Militia Saw,700,120,0,0,0,120,64,7,11,0,50,0,55,35,35,35,35,42,15,490,6402,Blood,-1,None,10000,Yes,25,15,13,0,0,0,Halberd,Standard/Pierce,,8,100,Yes,5,1,190,2805008
18070800,Magic Vulgar Militia Saw,800,120,120,0,0,0,64,7,11,48,0,0,55,35,35,35,35,42,15,490,6402,Blood,-1,None,10000,Yes,25,15,13,0,0,0,Halberd,Standard/Pierce,,8,100,Yes,5,1,190,2805004
18070900,Cold Vulgar Militia Saw,900,120,96,0,0,0,64,31,50,40,0,0,55,35,35,35,35,42,15,490,6401,Blood,107600,Frost,10000,Yes,25,15,13,0,0,0,Halberd,Standard/Pierce,,8,100,Yes,5,1,190,2805011
18071000,Poison Vulgar Militia Saw,1000,120,0,0,0,0,64,33,53,0,0,30,55,35,35,35,35,42,15,490,6401,Blood,106100,Poison,10013,Yes,25,15,13,0,0,0,Halberd,Standard/Pierce,,8,100,Yes,5,1,190,2805009
18071100,Blood Vulgar Militia Saw,1100,120,0,0,0,0,64,33,53,0,0,30,55,35,35,35,35,42,15,490,105150,Blood,-1,None,10013,Yes,25,15,13,0,0,0,Halberd,Standard/Pierce,,8,100,Yes,5,1,190,2805010
18071200,Occult Vulgar Militia Saw,1200,120,0,0,0,0,64,14,22,0,0,77,55,35,35,35,35,42,15,490,6401,Blood,-1,None,10013,Yes,25,15,13,0,0,0,Halberd,Standard/Pierce,,8,100,Yes,5,1,190,2805012
18080000,Golden Halberd,2200,134,0,0,0,87,76,50,15,0,32,0,65,41,41,41,56,52,18,780,-1,None,-1,None,10000,No,10,30,14,0,12,0,Halberd,Standard/Pierce,,13.5,100,Yes,5,1,190,2812000
18090000,Glaive,0,132,0,0,0,0,64,45,43,0,0,0,60,38,38,38,38,46,16,580,-1,None,-1,None,10000,Yes,25,18,15,0,0,0,Halberd,Slash/Pierce,,10,100,Yes,5,1,190,2803000
18090100,Heavy Glaive,100,126,0,0,0,0,64,51,0,0,0,0,60,38,38,38,38,46,16,580,-1,None,-1,None,10000,Yes,25,18,15,0,0,0,Halberd,Slash/Pierce,,10,100,Yes,5,1,190,2803001
18090200,Keen Glaive,200,126,0,0,0,0,64,17,47,0,0,0,60,38,38,38,38,46,16,580,-1,None,-1,None,10000,Yes,25,18,15,0,0,0,Halberd,Slash/Pierce,,10,100,Yes,5,1,190,2803002
18090300,Quality Glaive,300,126,0,0,0,0,64,59,59,0,0,0,60,38,38,38,38,46,16,580,-1,None,-1,None,10000,Yes,25,18,15,0,0,0,Halberd,Slash/Pierce,,10,100,Yes,5,1,190,2803003
18090400,Fire Glaive,400,126,0,126,0,0,64,39,8,0,0,0,60,38,38,38,38,46,16,580,-1,None,-1,None,10005,Yes,25,18,15,0,0,0,Halberd,Slash/Pierce,,10,100,Yes,5,1,190,2803005
18090500,Flame Art Glaive,500,126,0,126,0,0,64,9,8,0,45,0,60,38,38,38,38,46,16,580,-1,None,-1,None,10000,Yes,25,18,15,0,0,0,Halberd,Slash/Pierce,,10,100,Yes,5,1,190,2803006
18090600,Lightning Glaive,600,126,0,0,126,0,64,8,39,0,0,0,60,38,38,38,38,46,16,580,-1,None,-1,None,10000,Yes,25,18,15,0,0,0,Halberd,Slash/Pierce,,10,100,Yes,5,1,190,2803007
18090700,Sacred Glaive,700,126,0,0,0,126,64,9,8,0,45,0,60,38,38,38,38,46,16,580,-1,None,-1,None,10000,Yes,25,18,15,0,0,0,Halberd,Slash/Pierce,,10,100,Yes,5,1,190,2803008
18090800,Magic Glaive,800,126,126,0,0,0,64,9,8,44,0,0,60,38,38,38,38,46,16,580,-1,None,-1,None,10000,Yes,25,18,15,0,0,0,Halberd,Slash/Pierce,,10,100,Yes,5,1,190,2803004
18090900,Cold Glaive,900,126,101,0,0,0,64,40,38,39,0,0,60,38,38,38,38,46,16,580,-1,None,107600,Frost,10000,Yes,25,18,15,0,0,0,Halberd,Slash/Pierce,,10,100,Yes,5,1,190,2803011
18091000,Poison Glaive,1000,126,0,0,0,0,64,42,40,0,0,30,60,38,38,38,38,46,16,580,-1,None,106100,Poison,10013,Yes,25,18,15,0,0,0,Halberd,Slash/Pierce,,10,100,Yes,5,1,190,2803009
18091100,Blood Glaive,1100,126,0,0,0,0,64,42,40,0,0,30,60,38,38,38,38,46,16,580,105100,Blood,-1,None,10013,Yes,25,18,15,0,0,0,Halberd,Slash/Pierce,,10,100,Yes,5,1,190,2803010
18091200,Occult Glaive,1200,126,0,0,0,0,64,18,17,0,0,74,60,38,38,38,38,46,16,580,-1,None,-1,None,10013,Yes,25,18,15,0,0,0,Halberd,Slash/Pierce,,10,100,Yes,5,1,190,2803012
18100000,Loretta's War Sickle,2200,110,71,0,0,0,64,36,45,40,0,0,57,49,36,36,36,46,16,580,-1,None,-1,None,10000,No,10,20,15,20,0,0,Halberd,Slash/Pierce,,10,100,Yes,5,1,190,2814000
18110000,Guardian's Swordspear,0,139,0,0,0,0,64,5,64,0,0,0,57,36,36,36,36,44,15,530,-1,None,-1,None,10000,Yes,25,17,16,0,0,0,Halberd,Standard/Pierce,,9,100,Yes,5,1,190,2806000
18110100,Guardian's Heavy Swordspear,100,133,0,0,0,0,64,44,0,0,0,0,57,36,36,36,36,44,15,530,-1,None,-1,None,10000,Yes,25,17,16,0,0,0,Halberd,Standard/Pierce,,9,100,Yes,5,1,190,2806001
18110200,Guardian's Keen Swordspear,200,133,0,0,0,0,64,0,60,0,0,0,57,36,36,36,36,44,15,530,-1,None,-1,None,10000,Yes,25,17,16,0,0,0,Halberd,Standard/Pierce,,9,100,Yes,5,1,190,2806002
18110300,Guardian's Quality Swordspear,300,133,0,0,0,0,64,51,51,0,0,0,57,36,36,36,36,44,15,530,-1,None,-1,None,10000,Yes,25,17,16,0,0,0,Halberd,Standard/Pierce,,9,100,Yes,5,1,190,2806003
18110400,Guardian's Fire Swordspear,400,133,0,133,0,0,64,34,6,0,0,0,57,36,36,36,36,44,15,530,-1,None,-1,None,10005,Yes,25,17,16,0,0,0,Halberd,Standard/Pierce,,9,100,Yes,5,1,190,2806005
18110500,Guardian's Flame Art Swordspear,500,133,0,133,0,0,64,4,12,0,36,0,57,36,36,36,36,44,15,530,-1,None,-1,None,10000,Yes,25,17,16,0,0,0,Halberd,Standard/Pierce,,9,100,Yes,5,1,190,2806006
18110600,Guardian's Lightning Swordspear,600,133,0,0,133,0,64,6,34,0,0,0,57,36,36,36,36,44,15,530,-1,None,-1,None,10000,Yes,25,17,16,0,0,0,Halberd,Standard/Pierce,,9,100,Yes,5,1,190,2806007
18110700,Guardian's Sacred Swordspear,700,133,0,0,0,133,64,4,12,0,36,0,57,36,36,36,36,44,15,530,-1,None,-1,None,10000,Yes,25,17,16,0,0,0,Halberd,Standard/Pierce,,9,100,Yes,5,1,190,2806008
18110800,Guardian's Magic Swordspear,800,133,133,0,0,0,64,4,12,37,0,0,57,36,36,36,36,44,15,530,-1,None,-1,None,10000,Yes,25,17,16,0,0,0,Halberd,Standard/Pierce,,9,100,Yes,5,1,190,2806004
18110900,Guardian's Cold Swordspear,900,133,106,0,0,0,64,4,57,27,0,0,57,36,36,36,36,44,15,530,-1,None,107600,Frost,10000,Yes,25,17,16,0,0,0,Halberd,Standard/Pierce,,9,100,Yes,5,1,190,2806011
18111000,Guardian's Poison Swordspear,1000,133,0,0,0,0,64,4,60,0,0,30,57,36,36,36,36,44,15,530,-1,None,106100,Poison,10013,Yes,25,17,16,0,0,0,Halberd,Standard/Pierce,,9,100,Yes,5,1,190,2806009
18111100,Guardian's Blood Swordspear,1100,133,0,0,0,0,64,4,60,0,0,30,57,36,36,36,36,44,15,530,105100,Blood,-1,None,10013,Yes,25,17,16,0,0,0,Halberd,Standard/Pierce,,9,100,Yes,5,1,190,2806010
18111200,Guardian's Occult Swordspear,1200,133,0,0,0,0,64,4,25,0,0,58,57,36,36,36,36,44,15,530,-1,None,-1,None,10013,Yes,25,17,16,0,0,0,Halberd,Standard/Pierce,,9,100,Yes,5,1,190,2806012
18130000,Vulgar Militia Shotel,0,121,0,0,0,0,64,10,80,0,0,0,55,35,35,35,35,42,15,490,-1,None,-1,None,10000,Yes,25,14,16,0,0,0,Halberd,Standard/Pierce,,8,100,Yes,5,1,190,2804000
18130100,Heavy Vulgar Militia Shotel,100,116,0,0,0,0,64,55,0,0,0,0,55,35,35,35,35,42,15,490,-1,None,-1,None,10000,Yes,25,14,16,0,0,0,Halberd,Standard/Pierce,,8,100,Yes,5,1,190,2804001
18130200,Keen Vulgar Militia Shotel,5000,116,0,0,0,0,64,18,69,0,0,0,55,35,35,35,35,42,15,490,-1,None,-1,None,10000,Yes,25,14,16,0,0,0,Halberd,Standard/Pierce,,8,100,Yes,5,1,190,2804002
18130300,Quality Vulgar Militia Shotel,300,116,0,0,0,0,64,62,62,0,0,0,55,35,35,35,35,42,15,490,-1,None,-1,None,10000,Yes,25,14,16,0,0,0,Halberd,Standard/Pierce,,8,100,Yes,5,1,190,2804003
18130400,Fire Vulgar Militia Shotel,400,116,0,116,0,0,64,45,9,0,0,0,55,35,35,35,35,42,15,490,-1,None,-1,None,10005,Yes,25,14,16,0,0,0,Halberd,Standard/Pierce,,8,100,Yes,5,1,190,2804005
18130500,Flame Art Vulgar Militia Shotel,500,116,0,116,0,0,64,5,16,0,54,0,55,35,35,35,35,42,15,490,-1,None,-1,None,10000,Yes,25,14,16,0,0,0,Halberd,Standard/Pierce,,8,100,Yes,5,1,190,2804006
18130600,Lightning Vulgar Militia Shotel,600,116,0,0,116,0,64,9,45,0,0,0,55,35,35,35,35,42,15,490,-1,None,-1,None,10000,Yes,25,14,16,0,0,0,Halberd,Standard/Pierce,,8,100,Yes,5,1,190,2804007
18130700,Sacred Vulgar Militia Shotel,700,116,0,0,0,116,64,5,16,0,54,0,55,35,35,35,35,42,15,490,-1,None,-1,None,10000,Yes,25,14,16,0,0,0,Halberd,Standard/Pierce,,8,100,Yes,5,1,190,2804008
18130800,Magic Vulgar Militia Shotel,800,116,116,0,0,0,64,5,16,54,0,0,55,35,35,35,35,42,15,490,-1,None,-1,None,10000,Yes,25,14,16,0,0,0,Halberd,Standard/Pierce,,8,100,Yes,5,1,190,2804004
18130900,Cold Vulgar Militia Shotel,900,116,93,0,0,0,64,9,72,36,0,0,55,35,35,35,35,42,15,490,-1,None,107600,Frost,10000,Yes,25,14,16,0,0,0,Halberd,Standard/Pierce,,8,100,Yes,5,1,190,2804011
18131000,Poison Vulgar Militia Shotel,1000,116,0,0,0,0,64,9,76,0,0,30,55,35,35,35,35,42,15,490,-1,None,106100,Poison,10013,Yes,25,14,16,0,0,0,Halberd,Standard/Pierce,,8,100,Yes,5,1,190,2804009
18131100,Blood Vulgar Militia Shotel,1100,116,0,0,0,0,64,9,76,0,0,30,55,35,35,35,35,42,15,490,105100,Blood,-1,None,10013,Yes,25,14,16,0,0,0,Halberd,Standard/Pierce,,8,100,Yes,5,1,190,2804010
